,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
263,263,263,263,263,263,263,263,263,263,263,263,03/14/06,10:00AM,https://www.agriculture.senate.gov/hearings/nominations-for-usda-rutherford-buchanan-kesselman-and-strachan,"Nominations for USDA: Rutherford, Buchanan, Kesselman and Strachan","Russel Building, Room 328-A ",Agriculture,2022-03-16,"['Boyd Kevin Rutherford', 'Gale A. Buchanan', 'Marc L. Kesselman', 'Linda Avery Strachan']","['', '', '', '']","[('Boyd Kevin Rutherford', ''), ('Gale A. Buchanan', ''), ('Marc L. Kesselman', ''), ('Linda Avery Strachan', '')]",,263.0,263.0,265.0,265.0
264,264,264,264,264,264,264,264,264,264,264,264,03/09/06,10:30AM,https://www.agriculture.senate.gov/hearings/review-usda-management-of-packers-and-stockyards-act,Review USDA Management of Packers and Stockyards Act,"Russell Building, Room 328-A ",Agriculture,2022-03-16,"['Saxby Chambliss', 'James E. Link', 'Phyllis K. Fong', 'Daniel Bertoni']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss9.pdf', '', '', '']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss9.pdf'), ('James E. Link', ''), ('Phyllis K. Fong', ''), ('Daniel Bertoni', '')]",,264.0,264.0,266.0,266.0
265,265,265,265,265,265,265,265,265,265,265,265,01/09/06,01:15PM,https://www.agriculture.senate.gov/hearings/subcommittee-field-hearing-bio-security-coordination,Subcommittee Field Hearing: Bio-security Coordination,"Harrisburg, Pennsylvania ",Agriculture,2022-03-16,"['Rick Santorum', 'Charles Conner', 'Alex M. Azar, II, Esq', 'Dennis Wolff', 'Robert Steele', 'Gary Smith,', 'Bernard D. Goldstein,', 'James Adams', 'Walt Peechatka', 'Lew Gardner', 'Keith Masser', 'Carl T. Shaffer']","['https://www.agriculture.senate.gov/imo/media/doc/santorum.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/conner1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/azar.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/wolff.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/steele.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/smith2.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/goldstein.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/adams.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/peechatka.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/gardner.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/masser.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/shaffer1.pdf']","[('Rick Santorum', 'https://www.agriculture.senate.gov/imo/media/doc/santorum.pdf'), ('Charles Conner', 'https://www.agriculture.senate.gov/imo/media/doc/conner1.pdf'), ('Alex M. Azar, II, Esq', 'https://www.agriculture.senate.gov/imo/media/doc/azar.pdf'), ('Dennis Wolff', 'https://www.agriculture.senate.gov/imo/media/doc/wolff.pdf'), ('Robert Steele', 'https://www.agriculture.senate.gov/imo/media/doc/steele.pdf'), ('Gary Smith,', 'https://www.agriculture.senate.gov/imo/media/doc/smith2.pdf'), ('Bernard D. Goldstein,', 'https://www.agriculture.senate.gov/imo/media/doc/goldstein.pdf'), ('James Adams', 'https://www.agriculture.senate.gov/imo/media/doc/adams.pdf'), ('Walt Peechatka', 'https://www.agriculture.senate.gov/imo/media/doc/peechatka.pdf'), ('Lew Gardner', 'https://www.agriculture.senate.gov/imo/media/doc/gardner.pdf'), ('Keith Masser', 'https://www.agriculture.senate.gov/imo/media/doc/masser.pdf'), ('Carl T. Shaffer', 'https://www.agriculture.senate.gov/imo/media/doc/shaffer1.pdf')]",,265.0,265.0,267.0,267.0
266,266,266,266,266,266,266,266,266,266,266,266,11/17/05,10:00AM,https://www.agriculture.senate.gov/hearings/avian-influenza-role-of-us-agriculture-to-control-and-eradicate,Avian Influenza: Role of U.S. Agriculture to Control and Eradicate,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Saxby Chambliss', 'Ron DeHaven', 'Julie Gerberding', 'Don Waldrip', 'Stan Kleven, DVM,', 'Gretta Irwin']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss10.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/dehaven1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/gerberding.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/waldrip.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/kleven.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/irwin.pdf']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss10.pdf'), ('Ron DeHaven', 'https://www.agriculture.senate.gov/imo/media/doc/dehaven1.pdf'), ('Julie Gerberding', 'https://www.agriculture.senate.gov/imo/media/doc/gerberding.pdf'), ('Don Waldrip', 'https://www.agriculture.senate.gov/imo/media/doc/waldrip.pdf'), ('Stan Kleven, DVM,', 'https://www.agriculture.senate.gov/imo/media/doc/kleven.pdf'), ('Gretta Irwin', 'https://www.agriculture.senate.gov/imo/media/doc/irwin.pdf')]",,266.0,266.0,268.0,268.0
267,267,267,267,267,267,267,267,267,267,267,267,11/10/05,09:00AM,https://www.agriculture.senate.gov/hearings/nominations-of-usdas-rural-utilities-and-chief-financial-officer,Nominations of USDA's Rural Utilities and Chief Financial Officer,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['James M. Andrew', 'Charles R. Christopherson Jr.']","['https://www.agriculture.senate.gov/imo/media/doc/andrew2.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/christopherson.pdf']","[('James M. Andrew', 'https://www.agriculture.senate.gov/imo/media/doc/andrew2.pdf'), ('Charles R. Christopherson Jr.', 'https://www.agriculture.senate.gov/imo/media/doc/christopherson.pdf')]",,267.0,267.0,269.0,269.0
268,268,268,268,268,268,268,268,268,268,268,268,11/09/05,10:30AM,https://www.agriculture.senate.gov/hearings/agricultural-transportation-and-energy-issues,Agricultural Transportation and Energy Issues,50 Dirksen Senate Office Building ,Agriculture,2022-03-16,"['Saxby Chambliss', 'Norm Coleman', 'Keith Collins', 'Gerald W. Barnes', 'Howard Gruenspecht', 'Daniel T. Kelly', 'Richard Calhoun', 'R. Neal Elliott', 'Ryan Neibur']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss11.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/coleman.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/collins1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/barnes.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/gruenspecht.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/kelly.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/calhoun.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/elliott.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/neibur.pdf']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss11.pdf'), ('Norm Coleman', 'https://www.agriculture.senate.gov/imo/media/doc/coleman.pdf'), ('Keith Collins', 'https://www.agriculture.senate.gov/imo/media/doc/collins1.pdf'), ('Gerald W. Barnes', 'https://www.agriculture.senate.gov/imo/media/doc/barnes.pdf'), ('Howard Gruenspecht', 'https://www.agriculture.senate.gov/imo/media/doc/gruenspecht.pdf'), ('Daniel T. Kelly', 'https://www.agriculture.senate.gov/imo/media/doc/kelly.pdf'), ('Richard Calhoun', 'https://www.agriculture.senate.gov/imo/media/doc/calhoun.pdf'), ('R. Neal Elliott', 'https://www.agriculture.senate.gov/imo/media/doc/elliott.pdf'), ('Ryan Neibur', 'https://www.agriculture.senate.gov/imo/media/doc/neibur.pdf')]",,268.0,268.0,270.0,270.0
269,269,269,269,269,269,269,269,269,269,269,269,11/08/05,02:30PM,https://www.agriculture.senate.gov/hearings/discussion-of-the-pet-animal-welfare-statute-paws,Discussion of the Pet Animal Welfare Statute (PAWS),"Room G-50 (Ground floor, Room 50) Dirksen Building ",Agriculture,2022-03-16,"['Ron Menaker', 'Henry E. Childers', 'John E. Hoffman, Esq.', 'Michael Maddox', 'Wayne Pacelle', 'Sara Amundson', 'Norma Worley']","['https://www.agriculture.senate.gov/imo/media/doc/menaker.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/childers.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/hoffman1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/maddox.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/pacelle.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/amundson.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/worley.pdf']","[('Ron Menaker', 'https://www.agriculture.senate.gov/imo/media/doc/menaker.pdf'), ('Henry E. Childers', 'https://www.agriculture.senate.gov/imo/media/doc/childers.pdf'), ('John E. Hoffman, Esq.', 'https://www.agriculture.senate.gov/imo/media/doc/hoffman1.pdf'), ('Michael Maddox', 'https://www.agriculture.senate.gov/imo/media/doc/maddox.pdf'), ('Wayne Pacelle', 'https://www.agriculture.senate.gov/imo/media/doc/pacelle.pdf'), ('Sara Amundson', 'https://www.agriculture.senate.gov/imo/media/doc/amundson.pdf'), ('Norma Worley', 'https://www.agriculture.senate.gov/imo/media/doc/worley.pdf')]",,269.0,269.0,271.0,271.0
270,270,270,270,270,270,270,270,270,270,270,270,10/27/05,10:00AM,https://www.agriculture.senate.gov/hearings/oversight-of-the-forest-and-rangeland-research-program-of-the-usda-forest-service,Oversight of the Forest and Rangeland Research Program of the USDA Forest Service,328-A Russell Building ,Agriculture,2022-03-16,"['Ann Bartuska', 'Steven Daley Laursen', 'David Canavera', 'Robert Daniels', 'Bob Schowalter', 'Scott Simon']","['https://www.agriculture.senate.gov/imo/media/doc/bartuska.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/laursen.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/canavera.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/daniels.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/schowalter.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/simon.pdf']","[('Ann Bartuska', 'https://www.agriculture.senate.gov/imo/media/doc/bartuska.pdf'), ('Steven Daley Laursen', 'https://www.agriculture.senate.gov/imo/media/doc/laursen.pdf'), ('David Canavera', 'https://www.agriculture.senate.gov/imo/media/doc/canavera.pdf'), ('Robert Daniels', 'https://www.agriculture.senate.gov/imo/media/doc/daniels.pdf'), ('Bob Schowalter', 'https://www.agriculture.senate.gov/imo/media/doc/schowalter.pdf'), ('Scott Simon', 'https://www.agriculture.senate.gov/imo/media/doc/simon.pdf')]",,270.0,270.0,272.0,272.0
271,271,271,271,271,271,271,271,271,271,271,271,10/20/05,10:30AM,https://www.agriculture.senate.gov/hearings/review-of-fsa-office-closing-plan,Review of FSA Office Closing Plan,328-A Senate Russell Building ,Agriculture,2022-03-16,[],[],[],,271.0,271.0,273.0,273.0
272,272,272,272,272,272,272,272,272,272,272,272,10/19/05,10:00AM,https://www.agriculture.senate.gov/hearings/business-meeting-october-19-2005,Business Meeting,328A Russell Senate Office Building ,Agriculture,2022-03-16,[],[],[],,272.0,272.0,274.0,274.0
273,273,273,273,273,273,273,273,273,273,273,273,09/21/05,09:00AM,https://www.agriculture.senate.gov/hearings/review-status-of-world-trade-organization-negotiations-on-agriculture,Review Status of World Trade Organization Negotiations on Agriculture,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Saxby Chambliss', 'Michael Johanns', 'Robert Portman', 'Audrae Erickson', 'Allen Helms', 'Leonard W. Condon', 'Mark Viso']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss12.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/johanns1.pdf', '', 'https://www.agriculture.senate.gov/imo/media/doc/erickson.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/helms1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/condon.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/viso.pdf']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss12.pdf'), ('Michael Johanns', 'https://www.agriculture.senate.gov/imo/media/doc/johanns1.pdf'), ('Robert Portman', ''), ('Audrae Erickson', 'https://www.agriculture.senate.gov/imo/media/doc/erickson.pdf'), ('Allen Helms', 'https://www.agriculture.senate.gov/imo/media/doc/helms1.pdf'), ('Leonard W. Condon', 'https://www.agriculture.senate.gov/imo/media/doc/condon.pdf'), ('Mark Viso', 'https://www.agriculture.senate.gov/imo/media/doc/viso.pdf')]",,273.0,273.0,275.0,275.0
274,274,274,274,274,274,274,274,274,274,274,274,09/20/05,10:00AM,https://www.agriculture.senate.gov/hearings/business-meeting-september-20-2005,Business Meeting,328-A Russell Senate Building ,Agriculture,2022-03-16,[],[],[],,274.0,274.0,276.0,276.0
275,275,275,275,275,275,275,275,275,275,275,275,07/27/05,10:00AM,https://www.agriculture.senate.gov/hearings/oversight-of-the-conservation-reserve-program,Oversight of the Conservation Reserve Program,Room 328-A Russell Building ,Agriculture,2022-03-16,"['James Little', 'Sherman Reese', 'Kendall Keith', 'Krysta Harden', 'Jeffery Nelson', 'Dan Forster']","['', '', 'https://www.agriculture.senate.gov/imo/media/doc/keith.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/harden.pdf', '', '']","[('James Little', ''), ('Sherman Reese', ''), ('Kendall Keith', 'https://www.agriculture.senate.gov/imo/media/doc/keith.pdf'), ('Krysta Harden', 'https://www.agriculture.senate.gov/imo/media/doc/harden.pdf'), ('Jeffery Nelson', ''), ('Dan Forster', '')]",,275.0,275.0,277.0,277.0
276,276,276,276,276,276,276,276,276,276,276,276,07/26/05,10:00AM,https://www.agriculture.senate.gov/hearings/supporting-species-conservation-through-the-farm-bill,Supporting Species Conservation through the Farm Bill,328-A Russell Building ,Agriculture,2022-03-16,"['Bruce Knight', 'James Cummins', 'Steve Manning', 'Tim Searchinger', 'Kent Foster']","['https://www.agriculture.senate.gov/imo/media/doc/knight1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/cummins.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/manning.pdf', '', 'https://www.agriculture.senate.gov/imo/media/doc/foster.pdf']","[('Bruce Knight', 'https://www.agriculture.senate.gov/imo/media/doc/knight1.pdf'), ('James Cummins', 'https://www.agriculture.senate.gov/imo/media/doc/cummins.pdf'), ('Steve Manning', 'https://www.agriculture.senate.gov/imo/media/doc/manning.pdf'), ('Tim Searchinger', ''), ('Kent Foster', 'https://www.agriculture.senate.gov/imo/media/doc/foster.pdf')]",,276.0,276.0,278.0,278.0
277,277,277,277,277,277,277,277,277,277,277,277,07/21/05,10:30AM,https://www.agriculture.senate.gov/hearings/business-meeting-july-21-2005,Business Meeting,Room 328-A Russell Building ,Agriculture,2022-03-16,[],[],[],,277.0,277.0,279.0,279.0
278,278,278,278,278,278,278,278,278,278,278,278,07/20/05,10:00AM,https://www.agriculture.senate.gov/hearings/bio-security-and-agro-terrorism,Bio-security and Agro-Terrorism,Room 328-A Russell Building ,Agriculture,2022-03-16,"['Saxby Chambliss', 'Charles F. Conner', 'Maureen McCarthy,', 'John E. Lewis', 'Robert Brackett,', 'James Sherwood', 'James A. Roth, DVM,', 'James Lane', 'Mark J. Cheviron']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss13.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/conner2.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/mccarthy.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/lewis.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/brackett.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/sherwood.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/roth.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/lane.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/cheviron.pdf']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss13.pdf'), ('Charles F. Conner', 'https://www.agriculture.senate.gov/imo/media/doc/conner2.pdf'), ('Maureen McCarthy,', 'https://www.agriculture.senate.gov/imo/media/doc/mccarthy.pdf'), ('John E. Lewis', 'https://www.agriculture.senate.gov/imo/media/doc/lewis.pdf'), ('Robert Brackett,', 'https://www.agriculture.senate.gov/imo/media/doc/brackett.pdf'), ('James Sherwood', 'https://www.agriculture.senate.gov/imo/media/doc/sherwood.pdf'), ('James A. Roth, DVM,', 'https://www.agriculture.senate.gov/imo/media/doc/roth.pdf'), ('James Lane', 'https://www.agriculture.senate.gov/imo/media/doc/lane.pdf'), ('Mark J. Cheviron', 'https://www.agriculture.senate.gov/imo/media/doc/cheviron.pdf')]",,278.0,278.0,280.0,280.0
279,279,279,279,279,279,279,279,279,279,279,279,06/28/05,10:00AM,https://www.agriculture.senate.gov/hearings/review-the-agricultural-risk-protection-act-of-2000-and-related-crop-insurance-issues,Review the Agricultural Risk Protection Act of 2000 and Related Crop Insurance Issues,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Keith Collins', 'Ross Davidson', 'Ron Brichler', 'Norman Nielsen', 'Billy Rose', 'Bert Little', 'Bruce Babcock', 'Mike Clemens', 'Ray Buttars']","['https://www.agriculture.senate.gov/imo/media/doc/collins2.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/davidson.pdf', '', 'https://www.agriculture.senate.gov/imo/media/doc/nielsen.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/rose.pdf', '', 'https://www.agriculture.senate.gov/imo/media/doc/babcock1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/clemens1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/buttars.pdf']","[('Keith Collins', 'https://www.agriculture.senate.gov/imo/media/doc/collins2.pdf'), ('Ross Davidson', 'https://www.agriculture.senate.gov/imo/media/doc/davidson.pdf'), ('Ron Brichler', ''), ('Norman Nielsen', 'https://www.agriculture.senate.gov/imo/media/doc/nielsen.pdf'), ('Billy Rose', 'https://www.agriculture.senate.gov/imo/media/doc/rose.pdf'), ('Bert Little', ''), ('Bruce Babcock', 'https://www.agriculture.senate.gov/imo/media/doc/babcock1.pdf'), ('Mike Clemens', 'https://www.agriculture.senate.gov/imo/media/doc/clemens1.pdf'), ('Ray Buttars', 'https://www.agriculture.senate.gov/imo/media/doc/buttars.pdf')]",,279.0,279.0,281.0,281.0
280,280,280,280,280,280,280,280,280,280,280,280,06/22/05,10:30AM,https://www.agriculture.senate.gov/hearings/livestock-mandatory-reporting-act-of-1999,Livestock Mandatory Reporting Act of 1999,328-A Russell Building ,Agriculture,2022-03-16,"['Kenneth Clayton', 'John Caspers', 'J. Patrick Boyle', 'Harold Hommes', 'James Robb']","['https://www.agriculture.senate.gov/imo/media/doc/clayton.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/caspers.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/boyle.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/hommes.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/robb.pdf']","[('Kenneth Clayton', 'https://www.agriculture.senate.gov/imo/media/doc/clayton.pdf'), ('John Caspers', 'https://www.agriculture.senate.gov/imo/media/doc/caspers.pdf'), ('J. Patrick Boyle', 'https://www.agriculture.senate.gov/imo/media/doc/boyle.pdf'), ('Harold Hommes', 'https://www.agriculture.senate.gov/imo/media/doc/hommes.pdf'), ('James Robb', 'https://www.agriculture.senate.gov/imo/media/doc/robb.pdf')]",,280.0,280.0,282.0,282.0
281,281,281,281,281,281,281,281,281,281,281,281,06/22/05,10:00AM,https://www.agriculture.senate.gov/hearings/usda-food-safety-under-secretary-nominee-dr-richard-a-raymond,USDA Food Safety Under Secretary Nominee Dr. Richard A. Raymond,328-A Russell Building ,Agriculture,2022-03-16,['Richard A. Raymond'],[''],"[('Richard A. Raymond', '')]",,281.0,281.0,283.0,283.0
282,282,282,282,282,282,282,282,282,282,282,282,06/14/05,02:00PM,https://www.agriculture.senate.gov/hearings/review-future-agriculture-and-food-biotechnology-developments,Review Future Agriculture and Food Biotechnology Developments,328-A Russell Building ,Agriculture,2022-03-16,"['Saxby Chambliss', 'Chuck Lambert', 'Clifford Gabriel', 'Robert Brackett', 'Jim Greenwood', 'Ron Heck', 'Kenneth Quinn']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss14.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/lambert.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/gabriel.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/brackett1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/greenwood.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/heck1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/quinn.pdf']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss14.pdf'), ('Chuck Lambert', 'https://www.agriculture.senate.gov/imo/media/doc/lambert.pdf'), ('Clifford Gabriel', 'https://www.agriculture.senate.gov/imo/media/doc/gabriel.pdf'), ('Robert Brackett', 'https://www.agriculture.senate.gov/imo/media/doc/brackett1.pdf'), ('Jim Greenwood', 'https://www.agriculture.senate.gov/imo/media/doc/greenwood.pdf'), ('Ron Heck', 'https://www.agriculture.senate.gov/imo/media/doc/heck1.pdf'), ('Kenneth Quinn', 'https://www.agriculture.senate.gov/imo/media/doc/quinn.pdf')]",,282.0,282.0,284.0,284.0
283,283,283,283,283,283,283,283,283,283,283,283,06/14/05,08:00AM,https://www.agriculture.senate.gov/hearings/commercialization-of-agriculture-bio-technology,Commercialization of Agriculture Bio-technology,328A Russell Senate Office Building ,Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=83BC2FD1-4040-F985-52CD-D2C318B2AD37,283.0,283.0,285.0,285.0
284,284,284,284,284,284,284,284,284,284,284,284,06/09/05,02:00PM,https://www.agriculture.senate.gov/hearings/cftc-nominations-commissioner-and-chairman,CFTC Nominations: Commissioner and Chairman,328-A Russell Building ,Agriculture,2022-03-16,"['Walter Lukken', 'Reuben Jeffery, III']","['', '']","[('Walter Lukken', ''), ('Reuben Jeffery, III', '')]",,284.0,284.0,286.0,286.0
285,285,285,285,285,285,285,285,285,285,285,285,06/07/05,09:30AM,https://www.agriculture.senate.gov/hearings/cafta-dr-potential-impacts-on-agriculture-and-food-sectors,CAFTA-DR: Potential Impacts on Agriculture and Food Sectors,"ROOM CHANGE to Dirksen Bldg, Room 106 ",Agriculture,2022-03-16,"['Saxby Chambliss', 'Michael Johanns', 'Allen Johnson', 'Robert Stallman', 'Robert E. McLendon', 'Cal Dooley', 'Tom Buis', 'Jack Roney', 'Augustine Tantillo']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss15.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/johanns2.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/johnson3.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/stallman1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/mclendon.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/dooley.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/buis1.pdf', '', '']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss15.pdf'), ('Michael Johanns', 'https://www.agriculture.senate.gov/imo/media/doc/johanns2.pdf'), ('Allen Johnson', 'https://www.agriculture.senate.gov/imo/media/doc/johnson3.pdf'), ('Robert Stallman', 'https://www.agriculture.senate.gov/imo/media/doc/stallman1.pdf'), ('Robert E. McLendon', 'https://www.agriculture.senate.gov/imo/media/doc/mclendon.pdf'), ('Cal Dooley', 'https://www.agriculture.senate.gov/imo/media/doc/dooley.pdf'), ('Tom Buis', 'https://www.agriculture.senate.gov/imo/media/doc/buis1.pdf'), ('Jack Roney', ''), ('Augustine Tantillo', '')]",,285.0,285.0,287.0,287.0
286,286,286,286,286,286,286,286,286,286,286,286,05/25/05,10:00AM,https://www.agriculture.senate.gov/hearings/review-of-us-grain-standards-act,Review of U.S. Grain Standards Act,Russell Building 328-A ,Agriculture,2022-03-16,"['Saxby Chambliss', 'David Shipman', 'Jerry Gibson', 'Tom Dahl', 'Gary Niemeyer']","['https://www.agriculture.senate.gov/imo/media/doc/chambliss16.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/shipman.pdf', '', 'https://www.agriculture.senate.gov/imo/media/doc/dahl.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/niemeyer.pdf']","[('Saxby Chambliss', 'https://www.agriculture.senate.gov/imo/media/doc/chambliss16.pdf'), ('David Shipman', 'https://www.agriculture.senate.gov/imo/media/doc/shipman.pdf'), ('Jerry Gibson', ''), ('Tom Dahl', 'https://www.agriculture.senate.gov/imo/media/doc/dahl.pdf'), ('Gary Niemeyer', 'https://www.agriculture.senate.gov/imo/media/doc/niemeyer.pdf')]",,286.0,286.0,288.0,288.0
287,287,287,287,287,287,287,287,287,287,287,287,05/17/05,10:00AM,https://www.agriculture.senate.gov/hearings/business-meeting-may-17-2005,Business Meeting,Russell Building 328-A ,Agriculture,2022-03-16,[],[],[],,287.0,287.0,289.0,289.0
288,288,288,288,288,288,288,288,288,288,288,288,04/27/05,10:30AM,https://www.agriculture.senate.gov/hearings/nomination-of-thomas-dorr-as-under-secretary-for-rural-development-and-ccc-board-member,Nomination of Thomas Dorr as Under Secretary for Rural Development and CCC Board Member,Russell 328-A ,Agriculture,2022-03-16,"['Charles Grassley', 'Tom Dorr']","['https://www.agriculture.senate.gov/imo/media/doc/grassley.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/dorr.pdf']","[('Charles Grassley', 'https://www.agriculture.senate.gov/imo/media/doc/grassley.pdf'), ('Tom Dorr', 'https://www.agriculture.senate.gov/imo/media/doc/dorr.pdf')]",,288.0,288.0,290.0,290.0
289,289,289,289,289,289,289,289,289,289,289,289,04/06/05,09:15AM,https://www.agriculture.senate.gov/hearings/nomination-of-charles-f-conner-as-deputy-usda-secretary,Nomination of Charles F. Conner as Deputy USDA Secretary,Russell 328-A ,Agriculture,2022-03-16,['Charles F. Conner'],['https://www.agriculture.senate.gov/imo/media/doc/conner3.pdf'],"[('Charles F. Conner', 'https://www.agriculture.senate.gov/imo/media/doc/conner3.pdf')]",,289.0,289.0,291.0,291.0
